S1	E1	S2	E2	LEN1	LEN2	%IDY	TAGS	
36735875	36747888	36214286	36226312	12014	12027	98.16	chr01	chr01
36747880	36770825	36230166	36253224	22946	23059	97.26	chr01	chr01
36770815	36776007	36254048	36259245	5193	5198	97.87	chr01	chr01
36775998	36808613	36259929	36292617	32616	32689	98.60	chr01	chr01
36808605	36809347	36293475	36294215	743	741	99.60	chr01	chr01
36809344	36810631	10743588	10744855	1288	1268	95.66	chr01	chr01
36810629	36814407	36294208	36297983	3779	3776	98.84	chr01	chr01
36814418	36814607	25897248	25897059	190	190	98.42	chr01	chr01
36815172	36815258	25897450	25897364	87	87	96.55	chr01	chr01
36815446	36848664	36297974	36331205	33219	33232	98.41	chr01	chr01
36848660	36849290	36344083	36344718	631	636	98.58	chr01	chr01
36849423	36883848	36344718	36379170	34426	34453	98.91	chr01	chr01
36883846	36918037	36379536	36413809	34192	34274	98.51	chr01	chr01
36918033	36919617	36414814	36416395	1585	1582	99.50	chr01	chr01
36924460	36924747	36416390	36416677	288	288	99.65	chr01	chr01
36924747	36924881	20171291	20171424	135	134	97.78	chr01	chr01
36930679	36930993	18941103	18941423	315	321	94.10	chr01	chr01
36936544	36936709	4545978	4545813	166	166	99.40	chr01	chr01
36936704	36961253	36416674	36441221	24550	24548	97.93	chr01	chr01
36961264	36972795	36441333	36452886	11532	11554	98.41	chr01	chr01
36972796	36990003	36452775	36469986	17208	17212	98.91	chr01	chr01
36990001	36992964	34961923	34964889	2964	2967	98.89	chr01	chr01
36992963	36995691	34974348	34977077	2729	2730	98.64	chr01	chr01
36995690	37009987	36469981	36484288	14298	14308	99.05	chr01	chr01
37009985	37016791	670235	663477	6807	6759	99.05	chr01	chr01
37016791	37039043	36484278	36506564	22253	22287	98.89	chr01	chr01
37039039	37039336	34294255	34293958	298	298	100.00	chr01	chr01
37039639	37039841	34235663	34235865	203	203	99.01	chr01	chr01
37039839	37040052	34249485	34249272	214	214	100.00	chr01	chr01
37040053	37040205	26421761	26421913	153	153	100.00	chr01	chr01
37040206	37040377	34240817	34240646	172	172	99.42	chr01	chr01
37040377	37062964	36506566	36529079	22588	22514	98.95	chr01	chr01
37064274	37066622	36529075	36531423	2349	2349	98.85	chr01	chr01
37067136	37067864	38266940	38266209	729	732	89.07	chr01	chr01
37067860	37092874	36531419	36556424	25015	25006	98.89	chr01	chr01
37093112	37113534	36556421	36576778	20423	20358	99.08	chr01	chr01
37115804	37118573	36576778	36579496	2770	2719	96.36	chr01	chr01
37118810	37135546	36579491	36596254	16737	16764	98.85	chr01	chr01
37135546	37138736	36598107	36601281	3191	3175	98.15	chr01	chr01
37138957	37157049	36601287	36619350	18093	18064	98.07	chr01	chr01
37157049	37157866	36619532	36620349	818	818	97.56	chr01	chr01
37157866	37158203	41899495	41899158	338	338	99.11	chr01	chr01
37158204	37159205	36620341	36621342	1002	1002	99.70	chr01	chr01
37159201	37165039	36621688	36627517	5839	5830	99.26	chr01	chr01
37165477	37192298	36627508	36654360	26822	26853	98.88	chr01	chr01
37192298	37197405	36654470	36659594	5108	5125	97.27	chr01	chr01
37197336	37214628	36659472	36676660	17293	17189	97.74	chr01	chr01
37214989	37229101	36676657	36690791	14113	14135	99.27	chr01	chr01
37229101	37235058	36690883	36696757	5958	5875	97.17	chr01	chr01
37235059	37235538	7318061	7317580	480	482	95.85	chr01	chr01
37237853	37242012	36696753	36700927	4160	4175	97.70	chr01	chr01
37242009	37243775	36702149	36703912	1767	1764	98.81	chr01	chr01
37243607	37267348	36703953	36727719	23742	23767	98.85	chr01	chr01
37267346	37271959	36730727	36735338	4614	4612	98.07	chr01	chr01
37274957	37275646	36735330	36736019	690	690	97.97	chr01	chr01
37275638	37277509	36736056	36737927	1872	1872	98.72	chr01	chr01
37283990	37288918	36740266	36745203	4929	4938	98.20	chr01	chr01
37288919	37291700	14083303	14080507	2782	2797	92.85	chr01	chr01
37291702	37304417	36745201	36757880	12716	12680	97.27	chr01	chr01
37304416	37309609	27492441	27487243	5194	5199	99.50	chr01	chr01
37309608	37329829	36757879	36778080	20222	20202	98.82	chr01	chr01
37330149	37354715	36778130	36802618	24567	24489	98.68	chr01	chr01
37354712	37355053	23110797	23110454	342	344	98.84	chr01	chr01
37355051	37363561	36802609	36811123	8511	8515	99.67	chr01	chr01
37363639	37364027	24804848	24804460	389	389	97.69	chr01	chr01
37364038	37369556	36811149	36816612	5519	5464	97.97	chr01	chr01
37369891	37381919	36816611	36828591	12029	11981	98.30	chr01	chr01
37381921	37391250	36828856	36838196	9330	9341	98.99	chr01	chr01
37391316	37392111	36838145	36838937	796	793	96.24	chr01	chr01
37395004	37395728	1407145	1406417	725	729	86.21	chr01	chr01
37395797	37396038	34735264	34735024	242	241	96.28	chr01	chr01
37396035	37414314	36838932	36857205	18280	18274	98.91	chr01	chr01
37414554	37436499	36857202	36879217	21946	22016	97.27	chr01	chr01
37436538	37462385	36879214	36905057	25848	25844	98.19	chr01	chr01
37462362	37470462	36905106	36913248	8101	8143	97.58	chr01	chr01
37470369	37475598	36913063	36918341	5230	5279	97.13	chr01	chr01
37475875	37487549	36918354	36929907	11675	11554	97.70	chr01	chr01
37487561	37487837	36930470	36930746	277	277	99.28	chr01	chr01
37487848	37520814	36930883	36963753	32967	32871	98.56	chr01	chr01
37521088	37521347	1505372	1505111	260	262	92.37	chr01	chr01
37521188	37521509	15398287	15397982	322	306	85.54	chr01	chr01
37521603	37521787	36963752	36963937	185	186	98.39	chr01	chr01
37522026	37531912	36963933	36973799	9887	9867	98.21	chr01	chr01
37534900	37538501	36973794	36977502	3602	3709	96.18	chr01	chr01
37538492	37553748	36986346	37001659	15257	15314	98.51	chr01	chr01
37553748	37587742	37001754	37035661	33995	33908	98.80	chr01	chr01
37587752	37608676	37035623	37056510	20925	20888	98.63	chr01	chr01
37608914	37628586	37056506	37076194	19673	19689	98.65	chr01	chr01
37628579	37645273	37076532	37093173	16695	16642	98.56	chr01	chr01
37645310	37671512	37093153	37119380	26203	26228	98.83	chr01	chr01
37683011	37686842	37119376	37123221	3832	3846	97.30	chr01	chr01
37686838	37687939	37124390	37125494	1102	1105	98.19	chr01	chr01
37688427	37699457	37125486	37136584	11031	11099	97.41	chr01	chr01
37704117	37710751	37137496	37144149	6635	6654	98.11	chr01	chr01
37710721	37711299	38477268	38476690	579	579	96.55	chr01	chr01
37711288	37734563	37144120	37167368	23276	23249	98.90	chr01	chr01
37734678	37740612	37167292	37173253	5935	5962	97.91	chr01	chr01
37740614	37742284	37173369	37175050	1671	1682	97.33	chr01	chr01
37742277	37743445	37175621	37176742	1169	1122	93.41	chr01	chr01
37743103	37743546	37176742	37177138	444	397	85.81	chr01	chr01
37743593	37766430	37187681	37210470	22838	22790	98.07	chr01	chr01
37766426	37768629	37222452	37224637	2204	2186	96.83	chr01	chr01
37767119	37779441	37256481	37268789	12323	12309	97.01	chr01	chr01
37779375	37784783	37268784	37274204	5409	5421	99.35	chr01	chr01
37784773	37786126	37279217	37280566	1354	1350	98.38	chr01	chr01
37791019	37814102	37280566	37303547	23084	22982	98.14	chr01	chr01
37814102	37818187	16169925	16174007	4086	4083	98.21	chr01	chr01
37818187	37819291	34171515	34172559	1105	1045	92.49	chr01	chr01
37820410	37821189	34172562	34173345	780	784	95.55	chr01	chr01
37821187	37830992	37303537	37313346	9806	9810	99.55	chr01	chr01
37830993	37831723	37377807	37378528	731	722	89.50	chr01	chr01
37832123	37841630	37313342	37322854	9508	9513	99.29	chr01	chr01
37841813	37847738	37322854	37328770	5926	5917	98.92	chr01	chr01
37848041	37853277	37328770	37334017	5237	5248	98.21	chr01	chr01
37853280	37856267	15662528	15659552	2988	2977	93.19	chr01	chr01
37856268	37864772	37333995	37342392	8505	8398	97.70	chr01	chr01
37864764	37866141	37342550	37343917	1378	1368	98.04	chr01	chr01
37866237	37872845	37345479	37352100	6609	6622	98.96	chr01	chr01
37872856	37888905	37352075	37368155	16050	16081	98.26	chr01	chr01
37888960	37891583	37371470	37374093	2624	2624	98.70	chr01	chr01
37891695	37895345	37374083	37377806	3651	3724	95.18	chr01	chr01
37895341	37907581	37378910	37391206	12241	12297	98.04	chr01	chr01
37907872	37909022	37391279	37392426	1151	1148	99.57	chr01	chr01
37909150	37952095	37396352	37439338	42946	42987	98.69	chr01	chr01
37952096	37962628	37439430	37449975	10533	10546	98.03	chr01	chr01
37965688	37966604	13725098	13724170	917	929	89.10	chr01	chr01
37966603	38000110	37449969	37483387	33508	33419	97.05	chr01	chr01
38000107	38001726	37494807	37496432	1620	1626	98.28	chr01	chr01
38001796	38008171	37501405	37507754	6376	6350	98.32	chr01	chr01
38008325	38008655	37507756	37508088	331	333	97.90	chr01	chr01
38008651	38023920	37525072	37540371	15270	15300	98.77	chr01	chr01
38023918	38024707	37540442	37541231	790	790	98.99	chr01	chr01
38024703	38032317	37544938	37552550	7615	7613	98.94	chr01	chr01
38032313	38044282	37554795	37566760	11970	11966	97.61	chr01	chr01
38040533	38057349	37586243	37603083	16817	16841	98.30	chr01	chr01
38057351	38080103	37603006	37625752	22753	22747	99.00	chr01	chr01
38080097	38082214	37625861	37627981	2118	2121	98.73	chr01	chr01
38085590	38088522	37627981	37630937	2933	2957	98.58	chr01	chr01
38088516	38094460	37631013	37636951	5945	5939	98.09	chr01	chr01
38094452	38096377	37637814	37639739	1926	1926	99.74	chr01	chr01
38096374	38100573	37640002	37644240	4200	4239	97.50	chr01	chr01
38101982	38102491	17749671	17750178	510	508	93.14	chr01	chr01
38102477	38102668	16228656	16228465	192	192	94.79	chr01	chr01
38103565	38111904	37644236	37652553	8340	8318	97.90	chr01	chr01
38112056	38121061	37652553	37661606	9006	9054	97.65	chr01	chr01
38120925	38158698	37661641	37699482	37774	37842	98.65	chr01	chr01
38161667	38163574	37699477	37701386	1908	1910	98.80	chr01	chr01
38163529	38183704	37701431	37721670	20176	20240	97.49	chr01	chr01
38183968	38222208	37721668	37759921	38241	38254	98.80	chr01	chr01
38222417	38240909	37761398	37779820	18493	18423	97.88	chr01	chr01
38240905	38253374	37780925	37793370	12470	12446	99.06	chr01	chr01
38253370	38260864	37798247	37805756	7495	7510	98.26	chr01	chr01
38260860	38288219	37806645	37833958	27360	27314	98.52	chr01	chr01
38288166	38313495	37833956	37859346	25330	25391	98.64	chr01	chr01
38313733	38325284	37859341	37870876	11552	11536	98.11	chr01	chr01
38325279	38335295	37888161	37898197	10017	10037	97.57	chr01	chr01
38335678	38355125	37898188	37917729	19448	19542	98.04	chr01	chr01
38355120	38357029	37921059	37922971	1910	1913	96.82	chr01	chr01
38357026	38369141	37934369	37946455	12116	12087	99.09	chr01	chr01
38369309	38370067	37946452	37947207	759	756	98.29	chr01	chr01
38369969	38373543	37947214	37950784	3575	3571	98.85	chr01	chr01
38373539	38375534	37953805	37955800	1996	1996	98.65	chr01	chr01
38375534	38414040	37955934	37994363	38507	38430	98.53	chr01	chr01
38414281	38425223	37994360	38005403	10943	11044	98.45	chr01	chr01
38427423	38429086	21402316	21400651	1664	1666	96.58	chr01	chr01
38430129	38430483	22091174	22091537	355	364	83.65	chr01	chr01
38430237	38430875	25084219	25084871	639	653	85.95	chr01	chr01
38430875	38437448	30142459	30135828	6574	6632	96.82	chr01	chr01
38452034	38452162	29872754	29872626	129	129	99.22	chr01	chr01
38453196	38454150	14658858	14657940	955	919	84.75	chr01	chr01
38455197	38460422	38005403	38010729	5226	5327	96.94	chr01	chr01
38460544	38461984	38010729	38012171	1441	1443	98.27	chr01	chr01
38461986	38463557	38012287	38013853	1572	1567	97.66	chr01	chr01
38463558	38468832	38016667	38021999	5275	5333	98.16	chr01	chr01
38468826	38494527	38022602	38048323	25702	25722	98.68	chr01	chr01
38495940	38497315	38048314	38049690	1376	1377	98.77	chr01	chr01
38497318	38555289	38055969	38113882	57972	57914	98.25	chr01	chr01
38556419	38556867	38113881	38114339	449	459	96.73	chr01	chr01
38556868	38560054	24380128	24376952	3187	3177	99.31	chr01	chr01
38560055	38588162	38114332	38142348	28108	28017	98.62	chr01	chr01
38588160	38592229	38142859	38146931	4070	4073	98.01	chr01	chr01
38590992	38597887	38148896	38155748	6896	6853	97.99	chr01	chr01
38597882	38629102	38168665	38199968	31221	31304	98.86	chr01	chr01
38629091	38638144	38200002	38209030	9054	9029	98.46	chr01	chr01
38638575	38647484	38209028	38217933	8910	8906	99.13	chr01	chr01
38647436	38694161	38217991	38264502	46726	46512	98.48	chr01	chr01
38694424	38694543	38264499	38264618	120	120	98.33	chr01	chr01
38694541	38695894	38264862	38266213	1354	1352	98.38	chr01	chr01
38695890	38701737	38267419	38273320	5848	5902	97.50	chr01	chr01
38701838	38705361	38273320	38276828	3524	3509	97.76	chr01	chr01
38705351	38707391	38278192	38280230	2041	2039	98.39	chr01	chr01
38707364	38707858	38280990	38281488	495	499	96.39	chr01	chr01
38707859	38710006	20654747	20652601	2148	2147	98.28	chr01	chr01
38709998	38719154	20640516	20631353	9157	9164	97.79	chr01	chr01
38719154	38726839	38281483	38289122	7686	7640	98.25	chr01	chr01
38726837	38729381	38289342	38291927	2545	2586	97.53	chr01	chr01
38729644	38748843	38291924	38311220	19200	19297	98.54	chr01	chr01
38748862	38789122	38311508	38351877	40261	40370	99.05	chr01	chr01
38789129	38797946	38352157	38360993	8818	8837	98.90	chr01	chr01
38797938	38813942	38363659	38379810	16005	16152	97.66	chr01	chr01
38814389	38816873	38379809	38382256	2485	2448	95.60	chr01	chr01
38816786	38824259	38382098	38389547	7474	7450	99.29	chr01	chr01
38824302	38828911	38389544	38394153	4610	4610	99.39	chr01	chr01
38828917	38829296	7410163	7410542	380	380	99.21	chr01	chr01
38829297	38876917	38394147	38441928	47621	47782	98.59	chr01	chr01
38876902	38877075	10412326	10412153	174	174	100.00	chr01	chr01
38877064	38888809	38441917	38453674	11746	11758	99.17	chr01	chr01
38889068	38890232	39234779	39233636	1165	1144	89.59	chr01	chr01
38890233	38902529	38453666	38466004	12297	12339	98.62	chr01	chr01
38902337	38902624	38466012	38466301	288	290	96.55	chr01	chr01
38902622	38910215	38467503	38475109	7594	7607	98.65	chr01	chr01
38910216	38913375	43834593	43837692	3160	3100	91.29	chr01	chr01
38913375	38915010	38475105	38476743	1636	1639	97.75	chr01	chr01
38914928	38918346	38477558	38480977	3419	3420	98.66	chr01	chr01
38918338	38922763	38481799	38486318	4426	4520	96.31	chr01	chr01
38922757	38930612	38486115	38494009	7856	7895	98.34	chr01	chr01
38930720	38936735	38494015	38500062	6016	6048	98.07	chr01	chr01
38936844	38944614	38500055	38507867	7771	7813	98.49	chr01	chr01
38944568	38945087	38545931	38546449	520	519	98.27	chr01	chr01
38945010	38963405	38507855	38526170	18396	18316	98.82	chr01	chr01
38963430	38976328	24010230	24023109	12899	12880	97.37	chr01	chr01
38977646	38980057	10366426	10368791	2412	2366	93.59	chr01	chr01
38981388	38984503	38529282	38526165	3116	3118	99.23	chr01	chr01
38983647	38998032	38531051	38545435	14386	14385	98.63	chr01	chr01
38998015	38998585	15194349	15193773	571	577	93.09	chr01	chr01
38998936	38999544	38547205	38547813	609	609	99.34	chr01	chr01
39000381	39003981	38547811	38551467	3601	3657	96.30	chr01	chr01
39003973	39012167	38553046	38561236	8195	8191	99.11	chr01	chr01
39012199	39030411	38561232	38579450	18213	18219	99.25	chr01	chr01
39030419	39040335	38579582	38589521	9917	9940	99.13	chr01	chr01
39040331	39041824	38590481	38591974	1494	1494	99.46	chr01	chr01
39041817	39061708	38592586	38612456	19892	19871	98.48	chr01	chr01
39061815	39077050	38612460	38627696	15236	15237	98.95	chr01	chr01
39077053	39084957	38627842	38635756	7905	7915	99.13	chr01	chr01
39085442	39094066	38635747	38644354	8625	8608	98.89	chr01	chr01
39094007	39097664	38644354	38648011	3658	3658	97.77	chr01	chr01
39097662	39099422	38648374	38650134	1761	1761	98.86	chr01	chr01
39099676	39158042	38650130	38708364	58367	58235	99.03	chr01	chr01
39158137	39159434	38708366	38709675	1298	1310	97.94	chr01	chr01
39159737	39162677	31266209	31263285	2941	2925	90.14	chr01	chr01
39166866	39169896	1416218	1413190	3031	3029	96.06	chr01	chr01
39169485	39169986	42150269	42150753	502	485	91.90	chr01	chr01
39170998	39173227	24650314	24652546	2230	2233	97.05	chr01	chr01
39173224	39175752	42150932	42153459	2529	2528	94.43	chr01	chr01
39176379	39193170	38709677	38726435	16792	16759	99.12	chr01	chr01
39193168	39212905	38726800	38746519	19738	19720	98.21	chr01	chr01
39212906	39213209	29408694	29408996	304	303	96.05	chr01	chr01
39214124	39240203	38746515	38772594	26080	26080	97.79	chr01	chr01
39240203	39240462	37639739	37639998	260	260	97.31	chr01	chr01
39240466	39260698	38772591	38792696	20233	20106	98.30	chr01	chr01
39260694	39266446	38794460	38800214	5753	5755	98.39	chr01	chr01
39267380	39279041	38800216	38811891	11662	11676	97.44	chr01	chr01
39279040	39283049	38812251	38816271	4010	4021	98.53	chr01	chr01
39286688	39289933	38816260	38819486	3246	3227	96.27	chr01	chr01
39290185	39312006	38819359	38841152	21822	21794	98.29	chr01	chr01
39312017	39312756	38843189	38843931	740	743	96.37	chr01	chr01
39323285	39327328	38843927	38847979	4044	4053	98.57	chr01	chr01
39327589	39340414	38847976	38860827	12826	12852	97.78	chr01	chr01
39340612	39417360	38860828	38937666	76749	76839	98.38	chr01	chr01
39419613	39420155	38937656	38938198	543	543	97.98	chr01	chr01
39420180	39440799	38941759	38962367	20620	20609	98.06	chr01	chr01
39440803	39455897	38962675	38977757	15095	15083	98.56	chr01	chr01
39456024	39460789	38977759	38982534	4766	4776	99.12	chr01	chr01
39460789	39462755	38982649	38984618	1967	1970	97.97	chr01	chr01
39462754	39463001	41255836	41255588	248	249	97.59	chr01	chr01
39462996	39471619	38984615	38993223	8624	8609	98.89	chr01	chr01
39471610	39475508	2788079	2791979	3899	3901	98.92	chr01	chr01
39475497	39489559	38993205	39007269	14063	14065	99.02	chr01	chr01
39489447	39496447	39007269	39014251	7001	6983	98.87	chr01	chr01
39496443	39503511	39027775	39034904	7069	7130	97.55	chr01	chr01
39503586	39516490	39034895	39047849	12905	12955	97.95	chr01	chr01
39516487	39519940	39048083	39051492	3454	3410	97.66	chr01	chr01
39519942	39535374	39051876	39067248	15433	15373	97.77	chr01	chr01
39535470	39537018	39067248	39068792	1549	1545	98.71	chr01	chr01
39537015	39538941	39069011	39070951	1927	1941	98.92	chr01	chr01
39539164	39566718	39070949	39098494	27555	27546	98.79	chr01	chr01
39579642	39596162	39098489	39115114	16521	16626	98.11	chr01	chr01
39596358	39614523	39115113	39133365	18166	18253	97.88	chr01	chr01
39614519	39632711	39136432	39154658	18193	18227	99.02	chr01	chr01
39632707	39650255	39156149	39173685	17549	17537	98.73	chr01	chr01
39650256	39650482	39173819	39174045	227	227	100.00	chr01	chr01
39655990	39665706	39174037	39183756	9717	9720	98.93	chr01	chr01
39665712	39678592	39184234	39197178	12881	12945	98.90	chr01	chr01
39678628	39697798	39197176	39216333	19171	19158	98.41	chr01	chr01
39697895	39698834	39216335	39217274	940	940	99.04	chr01	chr01
39698835	39710159	39222974	39234152	11325	11179	96.85	chr01	chr01
39710155	39713069	39234468	39237374	2915	2907	98.70	chr01	chr01
39713601	39788397	39237378	39312160	74797	74783	99.80	chr01	chr01
39788762	39804509	39312158	39327844	15748	15687	98.54	chr01	chr01
39804506	39820082	39327899	39343552	15577	15654	98.12	chr01	chr01
39820089	39820280	41606641	41606832	192	192	100.00	chr01	chr01
39820290	39820636	39343997	39344338	347	342	97.69	chr01	chr01
39820899	39824817	39344335	39348245	3919	3911	99.49	chr01	chr01
39825037	39829769	39348244	39352989	4733	4746	98.80	chr01	chr01
39829915	39860015	39352988	39383156	30101	30169	98.48	chr01	chr01
39860016	39860381	4202551	4202917	366	367	98.91	chr01	chr01
39860384	39871309	39383158	39394027	10926	10870	96.68	chr01	chr01
39871307	39872390	41736123	41735043	1084	1081	85.51	chr01	chr01
39872385	39912246	39394023	39433881	39862	39859	99.86	chr01	chr01
39912185	40294594	39433737	39816130	382410	382394	99.93	chr01	chr01
40294592	40327965	39816394	39849752	33374	33359	98.85	chr01	chr01
40328001	40330845	34079340	34082188	2845	2849	94.36	chr01	chr01
40331408	40331690	34786972	34787252	283	281	96.47	chr01	chr01
40331691	40331890	39853467	39853665	200	199	99.00	chr01	chr01
40332208	40337077	39853945	39858822	4870	4878	98.67	chr01	chr01
40337061	40351876	39858878	39873701	14816	14824	97.73	chr01	chr01
40351877	40358159	39873859	39880117	6283	6259	98.44	chr01	chr01
40358158	40360140	39853431	39851461	1983	1971	96.32	chr01	chr01
40360325	40360653	11073940	11074270	329	331	88.55	chr01	chr01
40360688	40361004	43018292	43018583	317	292	82.76	chr01	chr01
40361070	40361527	8104215	8103749	458	467	87.06	chr01	chr01
40363904	40365656	39851465	39849751	1753	1715	92.66	chr01	chr01
40365657	40368154	39880113	39882569	2498	2457	95.17	chr01	chr01
40368323	40388863	39882571	39902997	20541	20427	97.88	chr01	chr01
40388894	40403864	39902985	39917929	14971	14945	99.23	chr01	chr01
40403865	40404021	38363658	38363502	157	157	97.45	chr01	chr01
40404020	40404180	38361154	38360994	161	161	100.00	chr01	chr01
40404184	40405645	39917921	39919385	1462	1465	96.80	chr01	chr01
40405587	40450586	39919171	39964161	45000	44991	98.44	chr01	chr01
40450586	40452236	31431341	31429692	1651	1650	94.87	chr01	chr01
40451342	40452743	13973405	13974812	1402	1408	92.72	chr01	chr01
40452325	40453877	17294537	17292965	1553	1573	89.33	chr01	chr01
40453877	40466137	39964156	39976398	12261	12243	98.98	chr01	chr01
40466129	40469179	39977843	39980922	3051	3080	98.64	chr01	chr01
40469171	40480815	39981543	39993159	11645	11617	98.56	chr01	chr01
40479494	40481492	40000708	39998711	1999	1998	97.32	chr01	chr01
40481489	40482720	39994966	39993733	1232	1234	98.54	chr01	chr01
40482548	40484135	39999172	40000759	1588	1588	95.16	chr01	chr01
40486877	40487098	40005752	40005978	222	227	92.95	chr01	chr01
40487094	40487325	40006208	40006440	232	233	95.71	chr01	chr01
40487320	40489851	40012746	40015266	2532	2521	95.00	chr01	chr01
40490398	40498727	40015258	40023692	8330	8435	94.59	chr01	chr01
40498716	40547619	40024070	40072952	48904	48883	98.90	chr01	chr01
40547620	40550503	13784676	13787552	2884	2877	93.26	chr01	chr01
40550548	40551117	1848258	1848859	570	602	87.09	chr01	chr01
40554227	40554845	40432342	40432954	619	613	93.06	chr01	chr01
40565014	40565979	40072948	40073917	966	970	97.94	chr01	chr01
40565972	40577657	40078630	40090405	11686	11776	98.13	chr01	chr01
40577654	40579328	40092519	40094205	1675	1687	96.01	chr01	chr01
40579329	40579591	8164689	8164427	263	263	99.62	chr01	chr01
40579591	40582010	40094202	40096616	2420	2415	97.66	chr01	chr01
40581714	40582134	19177764	19178188	421	425	90.49	chr01	chr01
40582164	40582747	42509782	42510365	584	584	98.80	chr01	chr01
40582356	40585099	40096613	40099344	2744	2732	98.14	chr01	chr01
40585096	40586455	40099386	40100745	1360	1360	99.34	chr01	chr01
40586447	40595279	40101083	40109935	8833	8853	99.02	chr01	chr01
40599561	40608408	40109927	40118758	8848	8832	98.92	chr01	chr01
40608407	40623281	40119179	40134070	14875	14892	99.33	chr01	chr01
40623276	40638992	40135538	40151286	15717	15749	98.03	chr01	chr01
40638988	40639681	40152278	40153053	694	776	87.37	chr01	chr01
40639590	40666732	40153055	40180330	27143	27276	98.61	chr01	chr01
40666755	40669433	40180811	40183508	2679	2698	98.11	chr01	chr01
40669424	40672745	40187863	40191235	3322	3373	96.42	chr01	chr01
40672745	40684636	40193879	40205876	11892	11998	97.20	chr01	chr01
40684723	40694128	40205703	40215121	9406	9419	98.48	chr01	chr01
40694084	40722619	40215122	40243667	28536	28546	98.66	chr01	chr01
40722620	40726774	40243442	40247611	4155	4170	97.84	chr01	chr01
40727940	40739570	40247606	40259237	11631	11632	99.00	chr01	chr01
40739570	40739864	4650269	4650563	295	295	95.25	chr01	chr01
40739864	40740029	4651075	4651238	166	164	95.78	chr01	chr01
40740030	40743499	40259230	40262723	3470	3494	98.63	chr01	chr01
40743636	40774760	40262719	40293876	31125	31158	99.20	chr01	chr01
40775000	40779581	40293879	40298487	4582	4609	99.13	chr01	chr01
40779437	40787518	40298485	40306536	8082	8052	99.04	chr01	chr01
40787471	40790714	40306531	40309772	3244	3242	99.35	chr01	chr01
40790712	40799937	40309720	40318945	9226	9226	99.56	chr01	chr01
40799955	40812100	40326686	40338875	12146	12190	99.06	chr01	chr01
40812100	40815352	40339027	40342289	3253	3263	97.04	chr01	chr01
40815393	40816927	40342427	40344004	1535	1578	91.82	chr01	chr01
40816948	40817793	40343929	40344771	846	843	94.17	chr01	chr01
40818588	40818945	40344826	40345180	358	355	93.85	chr01	chr01
40818944	40820493	40345416	40346999	1550	1584	92.56	chr01	chr01
40820716	40821021	40347043	40347357	306	315	94.34	chr01	chr01
40821019	40821172	40347630	40347783	154	154	98.05	chr01	chr01
40821556	40821821	40347783	40348050	266	268	92.62	chr01	chr01
40822509	40822822	40348415	40348681	314	267	80.31	chr01	chr01
40822842	40823028	40348939	40349120	187	182	92.51	chr01	chr01
40822955	40824122	40349118	40350285	1168	1168	94.57	chr01	chr01
40850371	40850786	40350279	40350668	416	390	87.08	chr01	chr01
40850791	40853581	40351674	40354524	2791	2851	94.77	chr01	chr01
40856544	40862542	40354524	40360574	5999	6051	96.43	chr01	chr01
40862472	40887432	40360574	40385673	24961	25100	98.37	chr01	chr01
40897687	40898561	20404130	20405003	875	874	95.79	chr01	chr01
40898558	40899849	40385669	40386960	1292	1292	97.83	chr01	chr01
40900278	40903453	34300798	34297621	3176	3178	94.27	chr01	chr01
40907703	40910866	20312646	20309470	3164	3177	93.63	chr01	chr01
40912405	40914076	7324941	7326618	1672	1678	95.71	chr01	chr01
40914073	40917226	13387102	13383945	3154	3158	95.17	chr01	chr01
40917227	40920575	7326614	7329962	3349	3349	98.33	chr01	chr01
40920568	40924685	7333383	7337486	4118	4104	97.06	chr01	chr01
40924937	40926135	7337769	7338953	1199	1185	94.53	chr01	chr01
40926135	40928478	40386955	40389299	2344	2345	97.44	chr01	chr01
40942140	40943704	2555110	2553546	1565	1565	96.30	chr01	chr01
40948632	40952377	40389295	40392969	3746	3675	95.20	chr01	chr01
40952227	40974368	40393115	40415284	22142	22170	98.78	chr01	chr01
40974365	40980219	43386191	43380319	5855	5873	97.84	chr01	chr01
40980345	40980771	8066878	8066454	427	425	98.13	chr01	chr01
40980771	40984456	40415279	40418962	3686	3684	98.07	chr01	chr01
40984452	40992790	40432955	40441294	8339	8340	98.11	chr01	chr01
40992792	40994535	14548450	14546734	1744	1717	90.94	chr01	chr01
40995560	40996660	20249684	20248587	1101	1098	96.73	chr01	chr01
40996112	40997188	24414165	24415222	1077	1058	91.94	chr01	chr01
40997370	40998607	24415222	24416450	1238	1229	94.75	chr01	chr01
41000046	41010856	34006777	33995959	10811	10819	95.49	chr01	chr01
41012234	41036381	40441290	40465420	24148	24131	98.88	chr01	chr01
41036377	41078595	40465468	40507680	42219	42213	98.62	chr01	chr01
41078596	41080143	40508016	40509563	1548	1548	98.90	chr01	chr01
41080190	41099122	40509745	40528733	18933	18989	98.71	chr01	chr01
41099185	41114291	40528731	40543845	15107	15115	98.27	chr01	chr01
41114355	41218923	40543843	40648528	104569	104686	98.75	chr01	chr01
41219260	41220348	40648520	40649581	1089	1062	95.42	chr01	chr01
41220339	41222013	40653003	40654679	1675	1677	98.75	chr01	chr01
41222020	41235266	40654818	40668062	13247	13245	98.53	chr01	chr01
41235272	41255187	40668193	40688049	19916	19857	97.36	chr01	chr01
41255570	41268864	40688041	40701351	13295	13311	99.21	chr01	chr01
41268979	41276355	40701349	40708731	7377	7383	98.70	chr01	chr01
